Title,Topic,Timestamp,Link
مچل سٹارک آئی پی ایل کے سب سے مہنگے کھلاڑی قرار، فہرست میں اور کون شامل,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/cw8038e404lo
شان مسعود کی ’مثبت پسندی‘: سمیع چوہدری کا کالم,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/cy9eg181zlvo
دھونی کے خلاف میچ فکسنگ کا الزام لگانے والے پولیس افسر کو جیل کیوں ہوئی؟,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/cmljm104mz7o
’جب امام الحق کے قدم متحرک ہوئے‘: سمیع چوہدری کا کالم,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/cy0d77ve24eo
’مگر عامر جمال نے توازن لوٹا دیا‘: سمیع چوہدری کا کالم,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/c882rxe08gyo
سٹیل کے ٹرے میں تیار کی گئی پرتھ کی پِچ جس کا ’پیس اور باؤنس‘ پاکستانی بلے بازوں کو بےبس کر سکتا ہے,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/cnep41p1ldmo
’ایک یہودی اور ایک مسلمان برابر ہیں‘: عثمان خواجہ فلسطینیوں کے لیے پیغام پر آئی سی سی کی پابندی کا فیصلہ بدلوانے کے لیے کوشاں,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/c0kywzr7jzzo
اب پاکستان کا مقابلہ آسٹریلیا سے نہیں: سمیع چوہدری کا کالم,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/c4nyqxxvv7wo
’کھلاڑی کو میچ سے باہر کیوں نکالا؟‘ کلب کے صدر نے ریفری کو مُکا دے مارا,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/cjrp4jly15yo
انڈر 19 ایشیا کپ میں انڈیا کے خلاف پاکستان کی فتح: ’زندگی بھر یاد رکھی جانے والی اننگز، آذان اویس ہیرو ہیں‘,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/cgrpr53gzzeo
تلسی میگھواڑ: پاکستان کی ’پہلی ہندو لڑکی‘ جو کھیلوں کی دنیا میں اپنا نام بنا رہی ہے,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/crgpg7gdzj0o
میچ کے دوران گوتم گمبھیر اور سری سانتھ کے درمیان جھگڑا: ’وہ ہمیشہ ساتھی کھلاڑیوں کے ساتھ بلاوجہ لڑتے ہیں‘,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/ckvp7k1kveeo
"ویڈیو, ’میں انٹرنیشنل لیول پر کھیلنا چاہتی ہوں‘ سوفٹ بال کی پاکستانی کھلاڑیدورانیہ, 3,36",کھیل,2023-12-01,https://www.bbc.com/urdu/articles/c6p64xgp2pno
پاکستان ویمن ٹیم نے نیوزی لینڈ کے خلاف پہلی مرتبہ ٹی 20 سیریز جیت لی، ’فاطمہ ثنا سپر سٹار ہیں، انھوں نے کوئی غلطی نہیں کی‘,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/cx91d0ly548o
وہاب ریاض نے ’بغیر دباؤ‘ سلمان بٹ کو کنسلٹنٹ کے عہدے سے ہٹا دیا، نگران وزیر اعظم کی ’متنازع تعیناتی‘ منسوخ کرنے کی ہدایت,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/c1e22l41dqjo
یوگینڈا کرکٹ ٹیم کے پاکستانی نژاد آل راؤنڈر ریاضت علی: ’پاکستان سے مایوس ہو کر یوگینڈا کا رخ کیا، خواہش ہے کہ بابر اعظم کی وکٹ لوں‘,کھیل,2023-12-01,https://www.bbc.com/urdu/articles/cglpp2j3v2lo
شاہ رخ خان کی ’پٹھان‘ سنی کی ’غدر 2‘ اور رنبیر کی ’اینیمل‘۔۔۔ بالی وڈ کے لیے سال 2023 کیسا رہا؟,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/ckk560l3kn1o
’شیطان کے زیرِ اثر‘ لڑکے کی کہانی جس سے متاثر ہو کر فلم ’دی ایکسوسسٹ‘ بنی,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/czv54ezy9jpo
